Date,Open,High,Low,Close,Adj Close,Volume
2017-06-27,243.039993,243.380005,241.309998,241.330002,236.900208,82247700
2017-06-28,242.500000,243.720001,242.229996,243.490005,239.020569,70042600
2017-06-29,243.660004,243.720001,239.960007,241.350006,236.919830,106949700
2017-06-30,242.279999,242.710007,241.580002,241.800003,237.361572,86820700
2017-07-03,242.880005,243.380005,242.210007,242.210007,237.764053,39153800
2017-07-05,242.630005,243.009995,241.699997,242.770004,238.313782,54427600
2017-07-06,241.889999,242.029999,240.339996,240.550003,236.134521,65400800
2017-07-07,241.210007,242.279999,240.559998,242.110001,237.665894,57972300
2017-07-10,242.110001,242.800003,241.759995,242.369995,237.921112,36663300
